City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
315,sinabang,2.4803,96.3801,25.98,83,93,1.06,ID,1693253643
316,huarmey,-10.0681,-78.1522,22.64,69,20,5.76,PE,1693253644
317,kourou,5.1552,-52.6478,31.03,69,7,4.85,GF,1693253644
318,vorgashor,67.5833,63.95,5.22,89,18,1.34,RU,1693253645
319,banda aceh,5.5577,95.3222,26.55,82,16,5.56,ID,1693253645
320,dudinka,69.4058,86.1778,10.22,86,98,2.25,RU,1693253646
321,joshimath,30.5667,79.5667,18.56,87,63,0.33,IN,1693253646
322,fortuna,40.5982,-124.1573,19.4,77,100,5.66,US,1693253512
323,concepcion,-36.827,-73.0498,13.89,72,40,5.14,CL,1693253647
324,antsiranana,-12.2787,49.2917,23.35,73,7,7.83,MG,1693253648
325,islamkot,24.6997,70.177,27.56,66,73,9.68,PK,1693253648
326,uray,60.1247,64.7758,10.82,83,100,3.41,RU,1693253649
327,anaconda,46.1285,-112.9423,26.55,24,32,1.12,US,1693253649
328,navrongo,10.8956,-1.0921,24.85,84,98,2.06,GH,1693253650
329,broome,42.2506,-75.833,21.5,87,100,1.34,US,1693253650
330,aoulef,26.9667,1.0833,36.31,23,100,2.52,DZ,1693253651
331,colares,38.7992,-9.4469,20.55,74,20,15.65,PT,1693253481
332,carnarvon,-24.8667,113.6333,18.42,69,0,5.02,AU,1693253653
333,trairi,-3.2778,-39.2689,27.64,69,2,4.89,BR,1693253653
334,prince rupert,54.3161,-130.3201,22.77,62,6,1.81,CA,1693253371
335,keflavik,64.0049,-22.5624,12.95,93,75,8.75,IS,1693253654
336,khandyga,62.6667,135.6,12.37,93,20,0.03,RU,1693253549
337,qusmuryn,52.4503,64.6311,13.47,86,100,6.67,KZ,1693253655
338,holualoa,19.6228,-155.9522,26.54,74,0,5.14,US,1693253655
339,anna regina,7.2644,-58.5077,29.86,66,50,3.89,GY,1693253656
340,neiafu,-18.65,-173.9833,22.5,65,86,7.64,TO,1693253656
341,tamandare,-8.7597,-35.1047,25.86,79,0,2.9,BR,1693253652
342,barcelos,41.5388,-8.6151,21.06,82,13,4.58,PT,1693253657
343,frontera,26.9333,-101.45,36.85,26,79,2.68,MX,1693253538
344,puqi,29.7167,113.8833,19.53,95,77,0.55,CN,1693253658
345,nouadhibou,20.931,-17.0347,25.99,65,86,5.66,MR,1693253659
346,dolni chiflik,42.9833,27.7167,23.12,68,0,0.72,BG,1693253659
347,saint-louis,16.3333,-15.0,29.92,58,100,3.4,SN,1693253660
348,novaya ladoga,60.1025,32.3019,14.3,88,100,6.32,RU,1693253601
349,walvis bay,-22.9575,14.5053,21.58,36,69,3.5,NA,1693253661
350,flin flon,54.7682,-101.865,25.91,47,75,5.14,CA,1693253661
351,codrington,-38.2667,141.9667,12.28,65,100,4.3,AU,1693253661
352,smithers,54.7804,-127.1743,26.18,31,40,2.57,CA,1693253662
353,isola delle femmine,38.1935,13.2488,23.94,55,20,9.77,IT,1693253662
